App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time
MyBusiness,aspia.mybusiness,Business,1.6,15,"1,000+",1000,4660,TRUE,0,USD,4.4M,4.1 and up,Aspia AB,http://www.aspia.se,mybusiness@aspia.se,"Dec 20, 2018","Jun 14, 2021",Everyone,https://www.aspia.se/integritetspolicy/,FALSE,FALSE,FALSE,16-06-2021 02:48
Govt Guide - Digital India Guide,com.ukacademe.govtguide,Social,0,0,"1,000+",1000,1531,TRUE,0,USD,17M,8.0 and up,UK Academe,https://ukacademe.com,ukacademe@gmail.com,"Oct 22, 2019","Apr 05, 2021",Everyone,https://ukacademe.com/PrivacyPolicy/GovtGuide,TRUE,FALSE,FALSE,16-06-2021 02:48
Run Party,com.gma.run.party,Casual,3.3,2520,"1,000,000+",1000000,2072153,TRUE,0,USD,38M,4.4W and up,Global Mobi App LC,https://bestmobiapp.com/,mobiapps.global@gmail.com,"May 8, 2020","Nov 04, 2020",Everyone,http://privacy.bestmobiapp.com/,TRUE,FALSE,FALSE,16-06-2021 02:48
Launcher Theme for IPHONE 12 Pro,themestack.apple.iphone12.iphone13.iphone12pro.iphone12promax.launcher.theme,Personalization,3.9,118,"50,000+",50000,53609,TRUE,0,USD,8.8M,4.1 and up,ThemeStack,,themestack05@gmail.com,"Sep 17, 2020","Nov 05, 2020",Everyone,https://themestackpolicey.blogspot.com/2019/05/privacy-policey.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Shark Shooting In The Sea,com.cgames.whale.shooting.shark.attack.simulator,Action,4.7,131,"10,000+",10000,19011,TRUE,0,USD,67M,4.1 and up,Cool Gaming Studios,https://q4272bfec.app-ads-txt.com/,qamrea@gmail.com,"Sep 10, 2020","Sep 17, 2020",Everyone,https://www.privacypolicygenerator.info/live.php?token=YhrsmxslM87zUT2B9lxHTrXp0FIlQybq,TRUE,FALSE,FALSE,16-06-2021 02:48
Nature Wallpapers HD 4K Nature Backgrounds Free,com.dynto.naturewallpapershd4k,Personalization,0,0,100+,100,186,TRUE,0,USD,5.3M,4.4 and up,McDivit Games,https://dynto.com,apps@dynto.com,"Mar 11, 2018","Mar 12, 2018",Everyone,https://dynto.com/privacy.html,TRUE,TRUE,FALSE,16-06-2021 02:48
Book Shisha,br.com.app.gpu1966089.gpucb5249acbe5d4633fb62a3afddaac6d2,Tools,4.6,632,"50,000+",50000,72356,TRUE,0,USD,9.7M,5.0 and up,MMS PUBLICIDADE E PROMOÇÃO,https://www.bookshisha.com.br/,contato@bookshisha.com.br,"Mar 27, 2019","Mar 30, 2021",Everyone,http://m.app.vc/id/1966089/terms,TRUE,FALSE,FALSE,16-06-2021 02:48
VeriOne,tech.zonda.veriface,Business,0,0,10+,10,46,TRUE,0,USD,71M,5.0 and up,NextApps.pl,https://veri1.com/,hello@zonda.tech,"Sep 19, 2019","Oct 30, 2020",Everyone,https://veriface.zonda.tech/static/upowaznienie_do_przetwarzania_danych_osobowych.pdf,FALSE,FALSE,FALSE,16-06-2021 02:48
Elvis Soundboard,com.rokuna.elvissoundboard,Entertainment,4.3,7,500+,500,865,TRUE,0,USD,11M,4.0.3 and up,rokuna,https://i794d3f88.app-ads-txt.com,sukomatarama1@gmail.com,"Apr 18, 2020","Apr 18, 2020",Mature 17+,https://sites.google.com/view/rokuna-privacy,TRUE,FALSE,FALSE,16-06-2021 02:48
Marriage Anniversary Frames :Wedding Shaadi Frames,weddingframes.marriagephotoframes.weddingalbum6,Personalization,0,0,"100,000+",100000,104402,TRUE,0,USD,8.1M,4.1 and up,AdvertAds,http://advert-tech.net,advertads.ooo@gmail.com,"Aug 19, 2018","Jan 21, 2020",Everyone,https://docs.google.com/document/d/11Grk2zZ8dEduB0pbEsR-MJRIlBxy5bMsAnRhplcJo3M/edit?usp=sharing,TRUE,FALSE,FALSE,16-06-2021 02:48
Clap hand find my phone,top1.tools.usefullapps.claphandsmobilefinder,Tools,4,75,"10,000+",10000,20058,TRUE,0,USD,3.5M,3.0 and up,Best4all.Apps,,best4all.apps@gmail.com,"Oct 29, 2017","Feb 17, 2019",Everyone,https://docs.google.com/document/d/e/2PACX-1vTtONssdE2z5OcX85E_cndNa5nYg27Y2D8Et9ETP2GnizNsnhpvhCvhHgwPCEffHvEMi1X7QhlUaWXH/pub,TRUE,FALSE,FALSE,16-06-2021 02:48
Pyro - Music Voting for your Party,com.pyro.app,Music & Audio,4.2,15,500+,500,967,TRUE,0,USD,27M,5.0 and up,WhackCompany,http://getpyro.app,whackcompany.info@gmail.com,"Aug 17, 2020","May 31, 2021",Everyone,https://getpyro.app/#/legal,FALSE,TRUE,FALSE,16-06-2021 02:48
CEO INDONESIA,com.ceoindonesia.ceoindonesia,Personalization,0,0,100+,100,147,TRUE,0,USD,33M,4.4 and up,CEO Indonesia,,ceo.indoglobal@gmail.com,"Aug 14, 2019","Sep 19, 2019",Teen,https://compro.id/privacy-policy,FALSE,FALSE,FALSE,16-06-2021 02:48
베프지도(BF.Zido),com.vertices.bfzido.app,Social,4.1,30,"5,000+",5000,6518,TRUE,0,USD,18M,5.0 and up,Wansoo Im,http://www.bfzido.com,bfzido@gmail.com,"Apr 23, 2018","Mar 24, 2021",Teen,http://bfzido.org/web/policy/privacy/privacy.html,FALSE,FALSE,FALSE,16-06-2021 02:48
Attitude Status,com.knockonly.attitudestatus,Social,0,0,100+,100,243,TRUE,0,USD,4.0M,4.1 and up,Knock Only,,onlyknock123@gmail.com,"Oct 18, 2020","Apr 02, 2021",Mature 17+,https://knockonly.blogspot.com/2019/05/privacy-policy.html,TRUE,FALSE,FALSE,16-06-2021 02:48
homes.com.au,com.homes.au,House & Home,3.6,7,"1,000+",1000,2692,TRUE,0,USD,50M,5.0 and up,Homes.com.au,https://www.homes.com.au/,info@homes.com.au,"Sep 26, 2019","Jun 25, 2020",Everyone,https://www.homes.com.au/news/privacy-policy/,FALSE,FALSE,FALSE,16-06-2021 02:48
Sweater Design Ideas,com.SweaterDesignIdeas,Lifestyle,0,0,500+,500,860,TRUE,0,USD,6.6M,2.3 and up,FITRI NOVRIDA,,befour5431@gmail.com,"Dec 6, 2017","Dec 07, 2017",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
Tappy Keem,com.dylnetsoftwares.flappykeem,Casual,4.4,22,"1,000+",1000,1415,TRUE,0,USD,Varies with device,Varies with device,DylNET Softwares,http://www.dylnet.com,IDylanHayes.com@live.com,"Jan 10, 2017","Sep 06, 2019",Mature 17+,,FALSE,FALSE,FALSE,16-06-2021 02:48
Vegan Food Cooking Game - Go Vegan,com.crazyplex.veganfoodcooking,Casual,3.5,130,"10,000+",10000,46744,TRUE,0,USD,40M,4.1 and up,Crazyplex LLC,https://www.crazyplex.com,care@crazyplex.com,"Mar 2, 2020","Mar 03, 2020",Everyone,https://www.crazyplex.com/privacy-policy,TRUE,FALSE,FALSE,16-06-2021 02:48
CFE-CGC Manpower,com.ouacom.cfecgcmanpower,Communication,0,0,100+,100,124,TRUE,0,USD,14M,4.4 and up,Ouacom SAS,https://cfecgc-manpower.com/,cfecgc.manpower@gmail.com,,"May 28, 2020",Everyone,https://app.cfecgc-manpower.com/docs/PrivacyPolicy.doc,FALSE,FALSE,FALSE,16-06-2021 02:48
UtkarshM2i,com.eits.utkarshm2i,Education,0,0,100+,100,107,TRUE,0,USD,5.8M,4.4 and up,M2i,,m2ifaridabad@gmail.com,"Aug 28, 2020","Nov 03, 2020",Everyone,http://m2itrainings.com/privacy.php,FALSE,FALSE,FALSE,16-06-2021 02:48
Parted4Android (SD Partition),com.giis.parted4Android,Tools,2,248,"100,000+",100000,104131,TRUE,0,USD,8.9M,4.4 and up,giis,http://www.giis.co.in,hello@giis.co.in,"Apr 15, 2016","Apr 13, 2017",Everyone,,FALSE,TRUE,FALSE,16-06-2021 02:48
Gravity Blocks,com.DefaultCompany.GravityBlocks,Puzzle,0,0,10+,10,17,TRUE,0,USD,14M,4.4 and up,Default_Company,,gergelychikan@gmail.com,"Jan 6, 2020","Jan 07, 2020",Everyone,http://zrcgmzmxkg8nu0vv3yhn.000webhostapp.com/,FALSE,FALSE,FALSE,16-06-2021 02:48
"Tap Coloring - Color by Number, A Fun Art Game",pixel.art.paint.color.by.number.draw,Casual,4.4,350,"50,000+",50000,50612,TRUE,0,USD,29M,5.0 and up,EasyTechMobile,http://tapcoloring.com/,techmobiteam@gmail.com,"Aug 1, 2020","Jun 04, 2021",Everyone,http://tapcoloring.com/privacypolicy.html,TRUE,TRUE,FALSE,16-06-2021 02:48
AppSales: Paid Apps Gone Free & On Sale,net.tsapps.appsales,Shopping,4.3,33349,"1,000,000+",1000000,2136056,TRUE,0,USD,10M,5.0 and up,ts-apps,http://www.app-sales.net,info@app-sales.net,"Apr 14, 2012","Sep 13, 2020",Everyone,http://ts-apps.com/privacy/appsales/index.html,TRUE,TRUE,FALSE,16-06-2021 02:48
Gstaad Life,ch.gstaadlife,News & Magazines,0,0,10+,10,24,TRUE,0,USD,35M,4.1 and up,Müller Marketing und Druck AG,,info@gstaadlife.com,"Aug 16, 2019","Jun 11, 2021",Everyone,https://www.gstaadlife.com/disclaimer.html,FALSE,TRUE,FALSE,16-06-2021 02:48
카발 모바일 (CABAL Mobile),com.estgames.cabalmkor,Role Playing,3.3,4733,"100,000+",100000,174351,TRUE,0,USD,78M,5.0 and up,ESTgames Corp.,http://www.estgames.co.kr,cabalm_help@estgames.com,,"Jun 10, 2021",Everyone,https://m-linker.estgames.co.kr/privacy-cm-google,FALSE,FALSE,FALSE,16-06-2021 02:48
Granny Ghost : Scary Horror Game,com.madgames101.scary.granny.ghost.scaryhorrorgame,Arcade,3.2,378,"50,000+",50000,61555,TRUE,0,USD,51M,4.3 and up,Mad Games101,,madgames.786@gmail.com,"Sep 6, 2019","Mar 02, 2020",Teen,https://madgames786.wixsite.com/mg101/privacy-policy,TRUE,FALSE,FALSE,16-06-2021 02:48
Cao đẳng công nghiệp Huế,com.cdcongnghiephue.cdcnhue,Personalization,0,0,10+,10,18,TRUE,0,USD,3.5M,4.0.3 and up,MPT App,,qcdeppro@gmail.com,"Apr 24, 2020","Apr 24, 2020",Everyone,http://pooc.xyz/policy_cdcongnghiephue.html,FALSE,FALSE,FALSE,16-06-2021 02:48
Vimar VIEW Product,com.vimar.viewproduct,House & Home,3.3,68,"5,000+",5000,7426,TRUE,0,USD,63M,4.4 and up,Vimar S.p.A.,https://www.vimar.com,apps@vimar.com,"Jul 5, 2019","Mar 05, 2021",Everyone,https://www.vimar.com/en/int/product-privacy-policy-14106122.html,FALSE,FALSE,FALSE,16-06-2021 02:48
Smarteca CZ,cz.wolterskluwer.wkereader,Books & Reference,2.4,12,"1,000+",1000,2388,TRUE,0,USD,1.3M,4.4W and up,"Wolters Kluwer, a.s.",https://www.wolterskluwer.cz/cz/smarteca,obchod@wolterskluwer.cz,"Dec 19, 2014","Oct 16, 2018",Everyone,https://obchod.wolterskluwer.cz/cz/eshop/podminky-pouzivani-e-knih-v-aplikaci-smarteca.c-177.html,FALSE,FALSE,FALSE,16-06-2021 02:48
The Sorcerer's Tower (Text Based Choices RPG),com.zairon,Role Playing,4.8,333,"5,000+",5000,5945,TRUE,0,USD,22M,4.4 and up,Humble Toymaker,https://humbletoymaker.com,renato@humbletoymaker.com,"Apr 25, 2020","Aug 07, 2020",Teen,https://the-sorcerer-s-tower.flycricket.io/privacy.html,TRUE,TRUE,FALSE,16-06-2021 02:48
HOLLY REY SONGS APP,holly.reysongs,Music & Audio,0,0,100+,100,145,TRUE,0,USD,8.2M,4.1 and up,UGO & IK MEDIA,,ugoandik@gmail.com,"Mar 19, 2020","Mar 19, 2020",Teen,http://www.e-droid.net/privacy.php?ida=895075&idl=en,TRUE,FALSE,FALSE,16-06-2021 02:48
Waterfall Gallery,com.WaterfallGallery.shafiulla,Lifestyle,0,0,100+,100,295,TRUE,0,USD,5.7M,4.0.3 and up,shafiulla,,shafiullafathan@gmail.com,"Mar 23, 2018","Mar 23, 2018",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
CBDEALER,com.cbdealerproj.cbdealermain,Health & Fitness,0,0,5+,5,6,TRUE,0,USD,1.7M,4.1 and up,CBDEALER,http://cbdealer.cz,info@cbdealer.cz,"Oct 1, 2020","Oct 01, 2020",Everyone,https://cbdealer.cz/pages/privacy-policy,FALSE,FALSE,FALSE,16-06-2021 02:48
Slot machine 2018,com.codigopanda.supertragamonedas,Casino,0,0,50+,50,77,TRUE,0,USD,34M,4.1 and up,CodigoPanda,http://codigopanda.com,victordevcode@gmail.com,"Jan 14, 2018","Jan 15, 2018",Teen,,TRUE,FALSE,FALSE,16-06-2021 02:48
Toni Braxton Song - Music Album,com.yukiee_song.tonibraxton.topmusica,Music & Audio,0,0,100+,100,285,TRUE,0,USD,4.6M,4.1 and up,Yukiee,,yuki.detelo@gmail.com,"Apr 22, 2020","Apr 10, 2021",Mature 17+,https://sites.google.com/view/yukiee-privacy-police/home,TRUE,FALSE,FALSE,16-06-2021 02:48
Splex Wallpaper,wallsplash.wallpaper.com,Art & Design,5,6,10+,10,37,TRUE,0,USD,18M,5.1 and up,Smart Mobile Developer,http://69.49.227.103/app-ads.txt,smartmobiledeveloper@gmail.com,"Jan 30, 2021","Mar 26, 2021",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
Tôi Là Diễn Viên Đóng Thế  - Truyện Đam Mỹ,com.truyenledammy.toiladienviendongthe,Books & Reference,0,0,50+,50,81,TRUE,0,USD,3.9M,2.3 and up,Kho Truyện Lẻ VN,https://khotruyenlevn.blogspot.com/,hughesmartin362920@gmail.com,"Aug 27, 2019","Sep 19, 2019",Everyone,https://khotruyenlevn.blogspot.com/2019/08/chinh-sach-bao-mat-ung-dung-toi-la-dien.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Discount Fingernails,com.discountfingernails.app,Beauty,0,0,1+,1,2,TRUE,0,USD,2.5M,4.1 and up,Glewme,http://www.discountfingernails.com,ninzaogames@gmail.com,"Mar 28, 2020","Mar 28, 2020",Everyone,http://discountfingernails.com/index.php/privacy-policy/,FALSE,FALSE,FALSE,16-06-2021 02:48
Tyn Tyn Reproductor,dini.android.tyntynreproductor,Music & Audio,0,0,5+,5,7,TRUE,0,USD,1.8M,5.0 and up,Área de Informática IPST Rancagua,,d_alejomiranda@gmail.com,"Jun 30, 2019","Jul 01, 2019",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
Ear Scout Pro: Super Max Hearing,superhearing.annyapps.earscoutpro,Lifestyle,4,43,"5,000+",5000,5045,TRUE,0,USD,3.1M,4.2 and up,Anny Apps,,quratulannbajwa.qb@gmail.com,"Dec 26, 2020","Dec 26, 2020",Everyone,https://docs.google.com/document/d/1l7AHPw2vRta_vkis-sX4ga07kjM-WEcW-ViOYnBxogo/edit?usp=sharing,TRUE,FALSE,FALSE,16-06-2021 02:48
LifeQuest Church KC,com.airealmobile.lifequest_1201,Lifestyle,4.9,9,100+,100,487,TRUE,0,USD,59M,5.0 and up,"Aware3, LLC",http://www.lifequest.church,sales@aware3.com,"Jan 16, 2017","Aug 04, 2020",Teen,https://a3a.me/5c745,FALSE,FALSE,FALSE,16-06-2021 02:48
HondaLink,com.honda.hondalink.connect,Lifestyle,2.9,5900,"500,000+",500000,959913,TRUE,0,USD,62M,6.0 and up,"American Honda Motor Co., Inc.",http://owners.honda.com/help/customer-relations,hondalink_support@ahm.honda.com,"Jun 18, 2015","Apr 15, 2021",Everyone,https://hondalink.honda.com/#/privacyPolicy,FALSE,FALSE,FALSE,16-06-2021 02:48
"Music Video Maker, Slideshow Maker",com.TKNSolutions.VideoSlideShow.VideoMaker,Video Players & Editors,3.9,142,"50,000+",50000,62219,TRUE,0,USD,221M,6.0 and up,TKN Solutions,https://tksolutions2018.blogspot.com,tnksolutions2018@gmail.com,"Feb 20, 2020","Jun 27, 2020",Everyone,https://gitlab.com/tnksolutions2018/Policy/raw/master/Policy_Voice_Change,TRUE,FALSE,FALSE,16-06-2021 02:48
Advertising Week,com.advertisingweek.officialapp,Events,0,0,100+,100,107,TRUE,0,USD,49M,6.0 and up,Advertising Week,http://www.stillwellpartners.com/,info@advertisingweek.com,"Sep 16, 2020","Sep 03, 2020",Everyone,https://www.bizzabo.com/privacy/end_user_terms_of_service,FALSE,FALSE,FALSE,16-06-2021 02:48
Bella Mia Pizza,ca.craver.bellamia,Food & Drink,4.8,26,500+,500,628,TRUE,0,USD,43M,5.0 and up,Craver Solutions,https://www.craverapp.com,info@craverapp.com,"Jul 10, 2019","Dec 16, 2020",Everyone,https://www.craverapp.com/privacy-policy,FALSE,FALSE,FALSE,16-06-2021 02:48
B Praak Songs,com.music.BPraakSongs,Music & Audio,4,164,"10,000+",10000,37176,TRUE,0,USD,7.1M,4.1 and up,Music Collections,,sahamitali290@gmail.com,"Aug 22, 2019","Apr 20, 2021",Everyone,https://sites.google.com/view/bpraaksongs,TRUE,FALSE,FALSE,16-06-2021 02:48
Mobile Prices In PAKISTAN,com.application.mobilepricesinpakistan,Shopping,3.9,13,"5,000+",5000,5002,TRUE,0,USD,3.9M,2.3 and up,SKZ LTD,,smartdeveloperz@hotmail.com,"May 28, 2018","May 28, 2018",Everyone,http://smartdeveloperz.blogspot.com/p/notwithstanding-anything-else-in-this.html,TRUE,FALSE,FALSE,16-06-2021 02:48
English to Tamil Dictionary,ecodict.englishtotamildictionary,Books & Reference,0,0,50+,50,96,TRUE,0,USD,3.7M,4.0.3 and up,Echo Dict,https://www.facebook.com/echo.dict.3,echodict@gmail.com,"Sep 15, 2017","Mar 13, 2019",Everyone,https://www.facebook.com/notes/echo-dict/echo-dict/105701360164662/,TRUE,FALSE,FALSE,16-06-2021 02:48
Matt and Rebecca Wallpaper HD,com.soufR.matandrebiccaWallpapers,Personalization,0,0,100+,100,450,TRUE,0,USD,8.6M,4.1 and up,soufR,,soufR@gmail.com,"Nov 24, 2020","Nov 24, 2020",Mature 17+,https://sites.google.com/view/privacy-devagain,TRUE,FALSE,FALSE,16-06-2021 02:48
VTrans Click2Fix,com.seeclickfix.vtransclick2fix.app,Tools,0,0,500+,500,739,TRUE,0,USD,12M,4.1 and up,SeeClickFix,http://seeclickfix.com,contact@seeclickfix.com,"Mar 20, 2015","Jun 27, 2019",Everyone,http://legal.seeclickfix.com,FALSE,FALSE,FALSE,16-06-2021 02:48
TAP Brunei,com.app.tapbrunei,Finance,3.3,38,"10,000+",10000,19282,TRUE,0,USD,24M,4.1 and up,Tabung Amanah Pekerja,http://www.tap.com.bn/,ask@tap.com.bn,"Feb 20, 2018","Oct 14, 2020",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
Water Jotter,com.benbean.waterjotter,Education,0,0,10+,10,19,TRUE,0,USD,2.3M,4.0.3 and up,Ben A. Goldberg,http://www.waterjotter.org,developer@waterjotter.org,"Apr 22, 2019","May 31, 2019",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
Narsa Sports,com.app.narsasports,Sports,4.8,16,100+,100,296,TRUE,0,USD,2.1M,4.4 and up,CDTECH,,narsasports007@gmail.com,"Mar 1, 2019","Mar 06, 2019",Everyone,http://ivb7.com/ivb7-privacy-policy,FALSE,FALSE,FALSE,16-06-2021 02:48
Parkamo - Park Everywhere,com.parkamo.app,Auto & Vehicles,3.2,36,"5,000+",5000,7797,TRUE,0,USD,61M,5.0 and up,Parkamo GmbH,https://www.parkamo.com,support@parkamo.com,"Jan 14, 2020","May 17, 2021",Everyone,https://www.parkamo.com/privacy.html,FALSE,FALSE,FALSE,16-06-2021 02:48
Mậu Binh xập xám Đánh Bài offline online,com.maubinh.gamebai.danhbai.offline.online,Card,0,0,"5,000+",5000,7930,TRUE,0,USD,29M,4.1 and up,Hyper Team Game,,tranquochuy1007@gmail.com,"Jun 14, 2020","Aug 08, 2020",Teen,https://www.privacypolicygenerator.info/live.php?token=XJ9e1pmzrsQwzp8Bfodyx5jLRm1k825M,TRUE,TRUE,FALSE,16-06-2021 02:48
Kaada Farming Malayalam,com.ilyaskambil.Quail_Farming,Books & Reference,4.2,10,"1,000+",1000,1966,TRUE,0,USD,5.8M,4.0 and up,iK Store,http://www.w3story.com,ikstore38@gmail.com,"Oct 20, 2018","Oct 24, 2019",Everyone,http://w3story.com/quailfarming/privacy_policy.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Escola Anastácia,br.com.app.gpu1852627.gpu38f3a85e78b1fa606d58b488f38a5910,Lifestyle,5,17,100+,100,454,TRUE,0,USD,11M,4.4 and up,Centro Anastácia,https://www.centroanastacia.com,ssilveira932@gmail.com,"Feb 5, 2018","Jul 06, 2019",Everyone,https://www.centroanastacia.com/index.php/home/appanastacia/termos-da-app,FALSE,FALSE,FALSE,16-06-2021 02:48
tainstva.ru,com.tainstva,Social,0,0,10+,10,17,TRUE,0,USD,28M,4.1 and up,Aleksandr Sheshotov,http://tainstva.ru,a@sheshotov.ru,"Oct 30, 2020","Dec 06, 2020",Everyone,https://tainstva.ru/site/policy.html,FALSE,FALSE,FALSE,16-06-2021 02:48
Captain Dumbbell,com.Arzatech.CaptainDumbbell,Arcade,4.6,39,500+,500,692,TRUE,0,USD,31M,4.1 and up,Arzatech,,arzatechgames@gmail.com,"Feb 6, 2020","Feb 24, 2020",Everyone 10+,,TRUE,FALSE,FALSE,16-06-2021 02:48
Vid-ii (A Short Video Uploading app) Made in India,vid.smileii,Social,0,0,10+,10,10,TRUE,0,USD,8.5M,4.1 and up,U.Yuvaraj Sethupathi,https://www.socialcreator.com/smileii,yuvasonumanagai@gmail.com,"Sep 12, 2020","Sep 12, 2020",Teen,http://www.e-droid.net/privacy.php?ida=1199000&idl=en,FALSE,FALSE,FALSE,16-06-2021 02:48
La Vendimia d'Espagne,com.appsvision.lavendimiadespagne,Food & Drink,0,0,50+,50,94,TRUE,0,USD,20M,4.0 and up,Appsvision FRANCE,http://appsvision.fr/,comptepublications@gmail.com,"Nov 4, 2016","Nov 04, 2016",Everyone,http://www.appsvision.fr/privacy-policy,FALSE,FALSE,FALSE,16-06-2021 02:48
Bethel Spanish AG,com.echurchapps.bethelspanish,Lifestyle,0,0,5+,5,9,TRUE,0,USD,9.2M,4.1 and up,echurch,,info@bethel.one,"Oct 12, 2015","May 30, 2019",Everyone,http://echurch.com/privacy-policy/,FALSE,FALSE,FALSE,16-06-2021 02:48
BEST Classic Country Radios,com.bcradio.radioclassiccountry,Entertainment,0,0,10+,10,16,TRUE,0,USD,8.4M,4.2 and up,Radios Hero,https://radioshero.blogspot.com,jordidodikwayne@gmail.com,"Nov 3, 2019","Nov 04, 2019",Everyone,https://radioshero.blogspot.com/2019/10/privacy-policy-of-application-from.html,FALSE,FALSE,FALSE,16-06-2021 02:48
Miller Time,com.apptakeoff.millertime,Business,5,5,50+,50,94,TRUE,0,USD,87M,4.4 and up,App Takeoff,,francisj12@icloud.com,"Feb 1, 2020","Mar 31, 2021",Everyone,https://apptakeoff.com/privacy-policy,FALSE,FALSE,FALSE,16-06-2021 02:48
Peloton Scheduling,com.fitnessmobileapps.pelotonscheduling,Health & Fitness,2.8,6,"1,000+",1000,1969,TRUE,0,USD,7.5M,4.1 and up,Branded Apps by MINDBODY,https://www.mindbodyonline.com/engage,support@mindbodyonline.com,"May 18, 2016","Dec 13, 2019",Everyone,https://www.mindbodyonline.com/privacy-policy,FALSE,FALSE,FALSE,16-06-2021 02:48
Telefunken TV Remote Control,com.ayyanremote.telefunkentvremote,Tools,2.8,49,"10,000+",10000,14926,TRUE,0,USD,9.0M,4.4 and up,AYYAN,,airmk2000@gmail.com,"Jun 16, 2020","Jun 16, 2020",Everyone,https://ayyanprivacypolicy.blogspot.com/2020/06/privacy-policy.html,TRUE,FALSE,FALSE,16-06-2021 02:48
The Sandford Dental Centre,com.app_thesandford.layout,Business,0,0,100+,100,232,TRUE,0,USD,13M,4.1 and up,SmartaMobile,http://www.eazi-apps.co.uk,zak@eazi-apps.co.uk,"Jul 4, 2016","Jan 14, 2019",Everyone,https://mobileappco.org/privacy_policy?app_code=thesandford,FALSE,FALSE,FALSE,16-06-2021 02:48
더뮤즈,com.andromeda.themuse,Education,0,0,100+,100,147,TRUE,0,USD,5.3M,4.0 and up,B2 Corp.,http://www.iday-b2.com,b2.iday@gmail.com,"Mar 22, 2018","Jun 15, 2021",Everyone,http://www.iday-b2.com/policy.html,FALSE,FALSE,FALSE,16-06-2021 02:48
My Manifesting Jar,net.lifelearningapps.mymanifestingjar,Education,3.7,18,"1,000+",1000,2268,TRUE,0,USD,71M,5.0 and up,Natalie Clarke,http://www.lifelearningapps.com,lifelearningapps@gmail.com,"Feb 1, 2017","Sep 30, 2019",Everyone,https://www.lifelearningapps.com/privacy-policy,FALSE,TRUE,FALSE,16-06-2021 02:48
Convertee - The free base converter,uk.co.cyferapps.convertee,Tools,4.4,28,"1,000+",1000,2043,TRUE,0,USD,2.1M,4.0 and up,Emmanouil Spanoudakis,,cyferapps@gmail.com,"Oct 23, 2013","Oct 12, 2020",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
Cara Merebus Telur Agar Kulit Mudah Terlepas,com.caramerebusteluragarkulitmudahterlepas.resepmasakandanminuman.toptrandresepmasakanapps.mesotheliomalawfirm,Food & Drink,0,0,100+,100,118,TRUE,0,USD,3.3M,4.0.3 and up,Top Trand Resep Masakan Apps,,resepkulinernusantaraapps@gmail.com,"Jun 10, 2018","Sep 17, 2018",Everyone,http://toptrandresepmasakanapps.blogspot.com/2018/10/privacy-policy-top-trand-resep-masakan.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Par Wars,com.MulvaneyStudios.ParWars,Arcade,0,0,100+,100,234,TRUE,0,USD,41M,4.1 and up,Mulvaney Studios,http://www.mulvaneystudios.com,jonathan@mulvaneystudios.com,"Oct 8, 2017","Jul 27, 2019",Everyone,https://unity3d.com/legal/privacy-policy,TRUE,TRUE,FALSE,16-06-2021 02:48
AMERICAN TOP SONGS,com.app.yudiapp01,Music & Audio,4.2,12,"1,000+",1000,1667,TRUE,0,USD,14M,4.4 and up,Rajo Studio,https://beekeenapp.com,rajo.basa73.1@gmail.com,"Feb 19, 2020","Feb 19, 2020",Mature 17+,https://beekeenapp.com/app-privacy-policy/,TRUE,FALSE,FALSE,16-06-2021 02:48
Tragic 8 Ball,com.DistractedNerd.Tragic8Ball,Entertainment,4.1,22,"1,000+",1000,1274,TRUE,0,USD,16M,4.1 and up,Distracted Nerd,https://www.distractednerd.com,distractednerd@gmail.com,"Mar 24, 2019","Feb 27, 2020",Teen,https://sites.google.com/view/tragic-8-privacy-policy/home,TRUE,FALSE,FALSE,16-06-2021 02:48
MyPHD,edu.stanford.scgpm.phd,Health & Fitness,4.3,46,"1,000+",1000,2655,TRUE,0,USD,36M,8.0 and up,Stanford University,https://med.stanford.edu/scgpm.html,aalavi1@stanford.edu,"Apr 28, 2020","Jun 14, 2021",Everyone,http://web.stanford.edu/~abahman/privacypolicy.html,FALSE,FALSE,FALSE,16-06-2021 02:48
